5L Digital Cultures B (SEM1)/04,Thursday,15:00,16:00,JUB-135,0000000000000000000111111111100110000000000000000000,P3067,Media and Film,"07 Feb 2019,14 Feb 2019,21 Feb 2019,28 Feb 2019,07 Mar 2019,14 Mar 2019,21 Mar 2019,28 Mar 2019,04 Apr 2019,11 Apr 2019,02 May 2019,09 May 2019"
5L Journalism in Crisis B (SEM1)/01,Thursday,12:00,13:00,PEV1-2A11,0000000000000000000111111111100110000000000000000000,P3074,Media and Film,"07 Feb 2019,14 Feb 2019,21 Feb 2019,28 Feb 2019,07 Mar 2019,14 Mar 2019,21 Mar 2019,28 Mar 2019,04 Apr 2019,11 Apr 2019,02 May 2019,09 May 2019"
5L Journalism in Crisis B (SEM1)/02,Thursday,14:00,15:00,PEV1-2A11,0000000000000000000111111111100110000000000000000000,P3074,Media and Film,"07 Feb 2019,14 Feb 2019,21 Feb 2019,28 Feb 2019,07 Mar 2019,14 Mar 2019,21 Mar 2019,28 Mar 2019,04 Apr 2019,11 Apr 2019,02 May 2019,09 May 2019"
5L Journalism Work Experience (SEM1)/02,Monday,15:00,17:00,BH-253,0000000000000000000101010101000100000000000000000000,P4098,Media and Film,"04 Feb 2019,18 Feb 2019,04 Mar 2019,18 Mar 2019,01 Apr 2019,29 Apr 2019"
5L Researching Media and Communication (SEM1)/01,Tuesday,9:00,11:00,FUL-109,0000000000000000000111111111100110000000000000000000,P5016,Media and Film,"05 Feb 2019,12 Feb 2019,19 Feb 2019,26 Feb 2019,05 Mar 2019,12 Mar 2019,19 Mar 2019,26 Mar 2019,02 Apr 2019,09 Apr 2019,30 Apr 2019,07 May 2019"
5L Researching Media and Communication (SEM1)/02,Tuesday,12:00,14:00,FUL-201,0000000000000000000111111111100110000000000000000000,P5016,Media and Film,"05 Feb 2019,12 Feb 2019,19 Feb 2019,26 Feb 2019,05 Mar 2019,12 Mar 2019,19 Mar 2019,26 Mar 2019,02 Apr 2019,09 Apr 2019,30 Apr 2019,07 May 2019"
5L Researching Media and Communication (SEM1)/03,Tuesday,15:00,17:00,FUL-207,0000000000000000000111111111100110000000000000000000,P5016,Media and Film,"05 Feb 2019,12 Feb 2019,19 Feb 2019,26 Feb 2019,05 Mar 2019,12 Mar 2019,19 Mar 2019,26 Mar 2019,02 Apr 2019,09 Apr 2019,30 Apr 2019,07 May 2019"
5L Researching Media and Communication (SEM1)/04,Wednesday,9:00,11:00,PEV1-2D3,0000000000000000000111111111100110000000000000000000,P5016,Media and Film,"06 Feb 2019,13 Feb 2019,20 Feb 2019,27 Feb 2019,06 Mar 2019,13 Mar 2019,20 Mar 2019,27 Mar 2019,03 Apr 2019,10 Apr 2019,01 May 2019,08 May 2019"
5L Researching Media and Communication (SEM1)/05,Thursday,11:00,13:00,FRE-G16,0000000000000000000111111111100110000000000000000000,P5016,Media and Film,"07 Feb 2019,14 Feb 2019,21 Feb 2019,28 Feb 2019,07 Mar 2019,14 Mar 2019,21 Mar 2019,28 Mar 2019,04 Apr 2019,11 Apr 2019,02 May 2019,09 May 2019"
5L Researching Media and Communication (SEM1)/06,Friday,14:00,16:00,JUB-135,0000000000000000000111111111100110000000000000000000,P5016,Media and Film,"08 Feb 2019,15 Feb 2019,22 Feb 2019,01 Mar 2019,08 Mar 2019,15 Mar 2019,22 Mar 2019,29 Mar 2019,05 Apr 2019,12 Apr 2019,03 May 2019,10 May 2019"
5L Screenwriting (PRA1)/01,Monday,10:30,12:00,~LAB (SB-209) (MAC),0000000000000000000111111111100100000000000000000000,P5013,Media and Film,"04 Feb 2019,11 Feb 2019,18 Feb 2019,25 Feb 2019,04 Mar 2019,11 Mar 2019,18 Mar 2019,25 Mar 2019,01 Apr 2019,08 Apr 2019,29 Apr 2019"
5L Screenwriting (PRA1)/02,Thursday,10:30,12:00,~LAB GREEN (MAC),0000000000000000000111111111100110000000000000000000,P5013,Media and Film,"07 Feb 2019,14 Feb 2019,21 Feb 2019,28 Feb 2019,07 Mar 2019,14 Mar 2019,21 Mar 2019,28 Mar 2019,04 Apr 2019,11 Apr 2019,02 May 2019,09 May 2019"
5L Screenwriting (WOR1)/01,Monday,9:00,10:30,~LAB (SB-209) (MAC),0000000000000000000111111111100100000000000000000000,P5013,Media and Film,"04 Feb 2019,11 Feb 2019,18 Feb 2019,25 Feb 2019,04 Mar 2019,11 Mar 2019,18 Mar 2019,25 Mar 2019,01 Apr 2019,08 Apr 2019,29 Apr 2019"
5L Screenwriting (WOR1)/02,Thursday,9:00,10:30,~LAB GREEN (MAC),0000000000000000000111111111100110000000000000000000,P5013,Media and Film,"07 Feb 2019,14 Feb 2019,21 Feb 2019,28 Feb 2019,07 Mar 2019,14 Mar 2019,21 Mar 2019,28 Mar 2019,04 Apr 2019,11 Apr 2019,02 May 2019,09 May 2019"
5L Speaking Personally: Life Story-Telling (SEM1)/01,Thursday,16:00,18:00,FRE-G16,0000000000000000000111111111100110000000000000000000,P4103,Media and Film,"07 Feb 2019,14 Feb 2019,21 Feb 2019,28 Feb 2019,07 Mar 2019,14 Mar 2019,21 Mar 2019,28 Mar 2019,04 Apr 2019,11 Apr 2019,02 May 2019,09 May 2019"
5L TV: Fictions and Entertainments B (SEM1)/03,Thursday,13:00,14:00,FRE-F40,0000000000000000000111111111100110000000000000000000,P3068,Media and Film,"07 Feb 2019,14 Feb 2019,21 Feb 2019,28 Feb 2019,07 Mar 2019,14 Mar 2019,21 Mar 2019,28 Mar 2019,04 Apr 2019,11 Apr 2019,02 May 2019,09 May 2019"
5L TV: Fictions and Entertainments B (SEM1)/04,Thursday,14:00,15:00,FRE-G16,0000000000000000000111111111100110000000000000000000,P3068,Media and Film,"07 Feb 2019,14 Feb 2019,21 Feb 2019,28 Feb 2019,07 Mar 2019,14 Mar 2019,21 Mar 2019,28 Mar 2019,04 Apr 2019,11 Apr 2019,02 May 2019,09 May 2019"
5L TV: Fictions and Entertainments B (SEM1)/05,Friday,11:00,12:00,FUL-114,0000000000000000000111111111100110000000000000000000,P3068,Media and Film,"08 Feb 2019,15 Feb 2019,22 Feb 2019,01 Mar 2019,08 Mar 2019,15 Mar 2019,22 Mar 2019,29 Mar 2019,05 Apr 2019,12 Apr 2019,03 May 2019,10 May 2019"
"6L Celebrity, Media and Culture (SEM1)/01",Friday,9:00,11:00,PEV1-2A3,0000000000000000000111111111100110000000000000000000,P5014,Media and Film,"08 Feb 2019,15 Feb 2019,22 Feb 2019,01 Mar 2019,08 Mar 2019,15 Mar 2019,22 Mar 2019,29 Mar 2019,05 Apr 2019,12 Apr 2019,03 May 2019,10 May 2019"
"6L Celebrity, Media and Culture (SEM1)/02",Friday,12:00,14:00,PEV1-2A3,0000000000000000000111111111100110000000000000000000,P5014,Media and Film,"08 Feb 2019,15 Feb 2019,22 Feb 2019,01 Mar 2019,08 Mar 2019,15 Mar 2019,22 Mar 2019,29 Mar 2019,05 Apr 2019,12 Apr 2019,03 May 2019,10 May 2019"
"6L Celebrity, Media and Culture (SEM1)/03",Friday,15:00,17:00,PEV1-2A3,0000000000000000000111111111100110000000000000000000,P5014,Media and Film,"08 Feb 2019,15 Feb 2019,22 Feb 2019,01 Mar 2019,08 Mar 2019,15 Mar 2019,22 Mar 2019,29 Mar 2019,05 Apr 2019,12 Apr 2019,03 May 2019,10 May 2019"
6L Comedy and Cultural Belonging (SEM1)/02,Tuesday,13:00,15:00,FUL-207,0000000000000000000111111111100110000000000000000000,V3035,Media and Film,"05 Feb 2019,12 Feb 2019,19 Feb 2019,26 Feb 2019,05 Mar 2019,12 Mar 2019,19 Mar 2019,26 Mar 2019,02 Apr 2019,09 Apr 2019,30 Apr 2019,07 May 2019"
6L Digital Industries and Internet Cultures (SEM1)/01,Tuesday,9:00,11:00,FUL-208,0000000000000000000111111111100110000000000000000000,P4102,Media and Film,"05 Feb 2019,12 Feb 2019,19 Feb 2019,26 Feb 2019,05 Mar 2019,12 Mar 2019,19 Mar 2019,26 Mar 2019,02 Apr 2019,09 Apr 2019,30 Apr 2019,07 May 2019"
6L Digital Industries and Internet Cultures (SEM1)/02,Wednesday,11:00,13:00,FUL-210,0000000000000000000111111111100110000000000000000000,P4102,Media and Film,"06 Feb 2019,13 Feb 2019,20 Feb 2019,27 Feb 2019,06 Mar 2019,13 Mar 2019,20 Mar 2019,27 Mar 2019,03 Apr 2019,10 Apr 2019,01 May 2019,08 May 2019"
6L Everyday Life and Technology (SEM1)/01,Monday,14:00,16:00,PEV1-2D4,0000000000000000000111111111100100000000000000000000,P3020,Media and Film,"04 Feb 2019,11 Feb 2019,18 Feb 2019,25 Feb 2019,04 Mar 2019,11 Mar 2019,18 Mar 2019,25 Mar 2019,01 Apr 2019,08 Apr 2019,29 Apr 2019"
6L Everyday Life and Technology (SEM1)/02,Wednesday,10:00,12:00,PEV1-2A1,0000000000000000000111111111100110000000000000000000,P3020,Media and Film,"06 Feb 2019,13 Feb 2019,20 Feb 2019,27 Feb 2019,06 Mar 2019,13 Mar 2019,20 Mar 2019,27 Mar 2019,03 Apr 2019,10 Apr 2019,01 May 2019,08 May 2019"
6L Final Creative Project (Animation) (PRA1)/01,Tuesday,11:00,13:00,~LAB RED (MAC),0000000000000000000111111111100110000000000000000000,P4058,Media and Film,"05 Feb 2019,12 Feb 2019,19 Feb 2019,26 Feb 2019,05 Mar 2019,12 Mar 2019,19 Mar 2019,26 Mar 2019,02 Apr 2019,09 Apr 2019,30 Apr 2019,07 May 2019"
6L Final Creative Project (Drama) (PRA1)/03,Friday,11:00,13:00,~EDIT LAB 2,0000000000000000000111111111100110000000000000000000,P4058,Media and Film,"08 Feb 2019,15 Feb 2019,22 Feb 2019,01 Mar 2019,08 Mar 2019,15 Mar 2019,22 Mar 2019,29 Mar 2019,05 Apr 2019,12 Apr 2019,03 May 2019,10 May 2019"
6L Final Creative Project (Doc Video) (PRA1)/02,Tuesday,12:00,14:00,~EDIT LAB 2,0000000000000000000111111111100110000000000000000000,P4058,Media and Film,"05 Feb 2019,12 Feb 2019,19 Feb 2019,26 Feb 2019,05 Mar 2019,12 Mar 2019,19 Mar 2019,26 Mar 2019,02 Apr 2019,09 Apr 2019,30 Apr 2019,07 May 2019"
6L Final Creative Project (Drama) (PRA1)/07,Monday,16:00,18:00,~EDIT LAB 1,0000000000000000000111111111100100000000000000000000,P4058,Media and Film,"04 Feb 2019,11 Feb 2019,18 Feb 2019,25 Feb 2019,04 Mar 2019,11 Mar 2019,18 Mar 2019,25 Mar 2019,01 Apr 2019,08 Apr 2019,29 Apr 2019"
6L Final Creative Project (Photography) (PRA1)/05,Friday,11:00,13:00,~LAB GREEN (MAC),0000000000000000000111111111100110000000000000000000,P4058,Media and Film,"08 Feb 2019,15 Feb 2019,22 Feb 2019,01 Mar 2019,08 Mar 2019,15 Mar 2019,22 Mar 2019,29 Mar 2019,05 Apr 2019,12 Apr 2019,03 May 2019,10 May 2019"
6L Final Creative Project (Sound) (PRA1)/06,Wednesday,11:00,13:00,~LAB (SB-209) (MAC),0000000000000000000111111111100110000000000000000000,P4058,Media and Film,"06 Feb 2019,13 Feb 2019,20 Feb 2019,27 Feb 2019,06 Mar 2019,13 Mar 2019,20 Mar 2019,27 Mar 2019,03 Apr 2019,10 Apr 2019,01 May 2019,08 May 2019"
6L Final Creative Project (Interactive Design) (PRA1)/04,Thursday,14:00,16:00,~LAB BLUE (MAC),0000000000000000000111111111100110000000000000000000,P4058,Media and Film,"07 Feb 2019,14 Feb 2019,21 Feb 2019,28 Feb 2019,07 Mar 2019,14 Mar 2019,21 Mar 2019,28 Mar 2019,04 Apr 2019,11 Apr 2019,02 May 2019,09 May 2019"
6L Final Creative Project (Animation) (WOR1)/01,Tuesday,9:00,11:00,~LAB RED (MAC),0000000000000000000111111111100110000000000000000000,P4058,Media and Film,"05 Feb 2019,12 Feb 2019,19 Feb 2019,26 Feb 2019,05 Mar 2019,12 Mar 2019,19 Mar 2019,26 Mar 2019,02 Apr 2019,09 Apr 2019,30 Apr 2019,07 May 2019"
6L Final Creative Project (Drama) (WOR1)/03,Friday,9:00,11:00,~EDIT LAB 2,0000000000000000000111111111100110000000000000000000,P4058,Media and Film,"08 Feb 2019,15 Feb 2019,22 Feb 2019,01 Mar 2019,08 Mar 2019,15 Mar 2019,22 Mar 2019,29 Mar 2019,05 Apr 2019,12 Apr 2019,03 May 2019,10 May 2019"
6L Final Creative Project (Doc Video) (WOR1)/02,Tuesday,14:00,16:00,~EDIT LAB 2,0000000000000000000111111111100110000000000000000000,P4058,Media and Film,"05 Feb 2019,12 Feb 2019,19 Feb 2019,26 Feb 2019,05 Mar 2019,12 Mar 2019,19 Mar 2019,26 Mar 2019,02 Apr 2019,09 Apr 2019,30 Apr 2019,07 May 2019"
6L Final Creative Project (Drama) (WOR1)/07,Monday,11:00,13:00,~EDIT LAB 1,0000000000000000000111111111100100000000000000000000,P4058,Media and Film,"04 Feb 2019,11 Feb 2019,18 Feb 2019,25 Feb 2019,04 Mar 2019,11 Mar 2019,18 Mar 2019,25 Mar 2019,01 Apr 2019,08 Apr 2019,29 Apr 2019"
6L Final Creative Project (Photography) (WOR1)/05,Friday,9:00,11:00,~LAB GREEN (MAC),0000000000000000000111111111100110000000000000000000,P4058,Media and Film,"08 Feb 2019,15 Feb 2019,22 Feb 2019,01 Mar 2019,08 Mar 2019,15 Mar 2019,22 Mar 2019,29 Mar 2019,05 Apr 2019,12 Apr 2019,03 May 2019,10 May 2019"
6L Final Creative Project (Sound) (WOR1)/06,Wednesday,9:00,11:00,~LAB (SB-209) (MAC),0000000000000000000111111111100110000000000000000000,P4058,Media and Film,"06 Feb 2019,13 Feb 2019,20 Feb 2019,27 Feb 2019,06 Mar 2019,13 Mar 2019,20 Mar 2019,27 Mar 2019,03 Apr 2019,10 Apr 2019,01 May 2019,08 May 2019"
6L Final Creative Project (Interactive Design) (WOR1)/04,Thursday,12:00,14:00,~LAB BLUE (MAC),0000000000000000000111111111100110000000000000000000,P4058,Media and Film,"07 Feb 2019,14 Feb 2019,21 Feb 2019,28 Feb 2019,07 Mar 2019,14 Mar 2019,21 Mar 2019,28 Mar 2019,04 Apr 2019,11 Apr 2019,02 May 2019,09 May 2019"
6L Humanitarian Communication (SEM1)/01,Monday,15:00,17:00,FUL-204,0000000000000000000111111111100000000000000000000000,P5033,Media and Film,"04 Feb 2019,11 Feb 2019,18 Feb 2019,25 Feb 2019,04 Mar 2019,11 Mar 2019,18 Mar 2019,25 Mar 2019,01 Apr 2019,08 Apr 2019"
6L Humanitarian Communication (SEM1)/02,Tuesday,15:00,17:00,FUL-110,0000000000000000000111111111100000000000000000000000,P5033,Media and Film,"05 Feb 2019,12 Feb 2019,19 Feb 2019,26 Feb 2019,05 Mar 2019,12 Mar 2019,19 Mar 2019,26 Mar 2019,02 Apr 2019,09 Apr 2019"
4L Intro to Prof Learning & Devel-Part 2 (SEM1)/01,Monday,13:00,16:00,~GALLERY 2,0000000000000000000111111111100100000000000000000000,L5090,Social Work,"04 Feb 2019,11 Feb 2019,18 Feb 2019,25 Feb 2019,04 Mar 2019,11 Mar 2019,18 Mar 2019,25 Mar 2019,01 Apr 2019,08 Apr 2019,29 Apr 2019"
4L Introduction to Statistics (SEM1)/01,Thursday,9:00,10:00,-JMS- 1B1,0000000000000000000010010010000000000000000000000000,L1025,Economics,"14 Feb 2019,07 Mar 2019,28 Mar 2019"
4L Introduction to Statistics (SEM1)/02,Thursday,10:00,11:00,-JMS- 1B1,0000000000000000000010010010000000000000000000000000,L1025,Economics,"14 Feb 2019,07 Mar 2019,28 Mar 2019"
4L Introduction to Statistics (SEM1)/03,Thursday,13:00,14:00,-JMS- 1B1,0000000000000000000010010010000000000000000000000000,L1025,Economics,"14 Feb 2019,07 Mar 2019,28 Mar 2019"
4L Introduction to Statistics (SEM1)/04,Thursday,16:00,17:00,-JMS- 1B1,0000000000000000000010010010000000000000000000000000,L1025,Economics,"14 Feb 2019,07 Mar 2019,28 Mar 2019"
4L Introduction to Statistics (SEM1)/05,Thursday,17:00,18:00,-JMS- 1B1,0000000000000000000010010010000000000000000000000000,L1025,Economics,"14 Feb 2019,07 Mar 2019,28 Mar 2019"
4L Introduction to Statistics (SEM1)/06,Thursday,16:00,17:00,-PEV1-1B4,0000000000000000000010010010000000000000000000000000,L1025,Economics,"14 Feb 2019,07 Mar 2019,28 Mar 2019"
4L Introduction to Statistics (SEM1)/07,Thursday,17:00,18:00,-PEV1-1B4,0000000000000000000010010010000000000000000000000000,L1025,Economics,"14 Feb 2019,07 Mar 2019,28 Mar 2019"
4L Introduction to Statistics (SEM1)/08,Friday,14:00,15:00,-AH-G4,0000000000000000000010010010000000000000000000000000,L1025,Economics,"15 Feb 2019,08 Mar 2019,29 Mar 2019"
4L Introduction to Statistics (SEM1)/09,Friday,15:00,16:00,-AH-G4,0000000000000000000010010010000000000000000000000000,L1025,Economics,"15 Feb 2019,08 Mar 2019,29 Mar 2019"
4L Introduction to Statistics (SEM1)/10,Friday,16:00,17:00,-AH-G4,0000000000000000000010010010000000000000000000000000,L1025,Economics,"15 Feb 2019,08 Mar 2019,29 Mar 2019"
4L Introduction to Statistics (SEM2)/01,Thursday,9:00,10:00,PEV1-2A1,0000000000000000000001101011100100000000000000000000,L1025,Economics,"21 Feb 2019,28 Feb 2019,14 Mar 2019,28 Mar 2019,04 Apr 2019,11 Apr 2019,02 May 2019"
4L Introduction to Statistics (SEM2)/02,Thursday,10:00,11:00,PEV1-2A1,0000000000000000000001101011100100000000000000000000,L1025,Economics,"21 Feb 2019,28 Feb 2019,14 Mar 2019,28 Mar 2019,04 Apr 2019,11 Apr 2019,02 May 2019"
4L Introduction to Statistics (SEM2)/03,Thursday,13:00,14:00,PEV1-2A1,0000000000000000000001101011100100000000000000000000,L1025,Economics,"21 Feb 2019,28 Feb 2019,14 Mar 2019,28 Mar 2019,04 Apr 2019,11 Apr 2019,02 May 2019"
4L Introduction to Statistics (SEM2)/04,Thursday,16:00,17:00,PEV1-2A1,0000000000000000000001101011100100000000000000000000,L1025,Economics,"21 Feb 2019,28 Feb 2019,14 Mar 2019,28 Mar 2019,04 Apr 2019,11 Apr 2019,02 May 2019"
4L Introduction to Statistics (SEM2)/05,Thursday,17:00,18:00,PEV1-2A1,0000000000000000000001101011100100000000000000000000,L1025,Economics,"21 Feb 2019,28 Feb 2019,14 Mar 2019,28 Mar 2019,04 Apr 2019,11 Apr 2019,02 May 2019"
4L Introduction to Statistics (SEM2)/06,Thursday,16:00,17:00,BH-255,0000000000000000000001101011100100000000000000000000,L1025,Economics,"21 Feb 2019,28 Feb 2019,14 Mar 2019,28 Mar 2019,04 Apr 2019,11 Apr 2019,02 May 2019"
4L Introduction to Statistics (SEM2)/07,Thursday,17:00,18:00,BH-255,0000000000000000000001101011100100000000000000000000,L1025,Economics,"21 Feb 2019,28 Feb 2019,14 Mar 2019,28 Mar 2019,04 Apr 2019,11 Apr 2019,02 May 2019"
4L Introduction to Statistics (SEM2)/08,Friday,14:00,15:00,PEV1-2A1,0000000000000000000001101011100100000000000000000000,L1025,Economics,"22 Feb 2019,01 Mar 2019,15 Mar 2019,29 Mar 2019,05 Apr 2019,12 Apr 2019,03 May 2019"
4L Introduction to Statistics (SEM2)/09,Friday,15:00,16:00,SB-327,0000000000000000000001101011100100000000000000000000,L1025,Economics,"22 Feb 2019,01 Mar 2019,15 Mar 2019,29 Mar 2019,05 Apr 2019,12 Apr 2019,03 May 2019"
4L Introduction to Statistics (SEM2)/10,Friday,16:00,17:00,BH-243,0000000000000000000001101011100100000000000000000000,L1025,Economics,"22 Feb 2019,01 Mar 2019,15 Mar 2019,29 Mar 2019,05 Apr 2019,12 Apr 2019,03 May 2019"
4L Introduction to Statistics (SEM2)/11,Friday,17:00,18:00,BH-243,0000000000000000000001101011100100000000000000000000,L1025,Economics,"22 Feb 2019,01 Mar 2019,15 Mar 2019,29 Mar 2019,05 Apr 2019,12 Apr 2019,03 May 2019"
4L Introduction to Statistics (LEC1)/01,Tuesday,16:00,17:00,*CHI-LT,0000000000000000000111111111100110000000000000000000,L1025,Economics,"05 Feb 2019,12 Feb 2019,19 Feb 2019,26 Feb 2019,05 Mar 2019,12 Mar 2019,19 Mar 2019,26 Mar 2019,02 Apr 2019,09 Apr 2019,30 Apr 2019,07 May 2019"
4L Key Thinkers in Development (LEC1)/01,Monday,16:00,17:00,*A002,0000000000000000000111111111100100000000000000000000,L2145,International Development,"04 Feb 2019,11 Feb 2019,18 Feb 2019,25 Feb 2019,04 Mar 2019,11 Mar 2019,18 Mar 2019,25 Mar 2019,01 Apr 2019,08 Apr 2019,29 Apr 2019"
4L Key Thinkers in Development (SEM1)/01,Tuesday,9:00,10:00,FUL-213,0000000000000000000111111111100110000000000000000000,L2145,International Development,"05 Feb 2019,12 Feb 2019,19 Feb 2019,26 Feb 2019,05 Mar 2019,12 Mar 2019,19 Mar 2019,26 Mar 2019,02 Apr 2019,09 Apr 2019,30 Apr 2019,07 May 2019"
4L Key Thinkers in Development (SEM1)/02,Tuesday,12:00,13:00,FUL-213,0000000000000000000111111111100110000000000000000000,L2145,International Development,"05 Feb 2019,12 Feb 2019,19 Feb 2019,26 Feb 2019,05 Mar 2019,12 Mar 2019,19 Mar 2019,26 Mar 2019,02 Apr 2019,09 Apr 2019,30 Apr 2019,07 May 2019"
4L Key Thinkers in Development (SEM1)/03,Tuesday,11:00,12:00,FUL-213,0000000000000000000111111111100110000000000000000000,L2145,International Development,"05 Feb 2019,12 Feb 2019,19 Feb 2019,26 Feb 2019,05 Mar 2019,12 Mar 2019,19 Mar 2019,26 Mar 2019,02 Apr 2019,09 Apr 2019,30 Apr 2019,07 May 2019"
4L Key Thinkers in Development (SEM1)/04,Tuesday,14:00,15:00,FUL-213,0000000000000000000111111111100110000000000000000000,L2145,International Development,"05 Feb 2019,12 Feb 2019,19 Feb 2019,26 Feb 2019,05 Mar 2019,12 Mar 2019,19 Mar 2019,26 Mar 2019,02 Apr 2019,09 Apr 2019,30 Apr 2019,07 May 2019"
4L Key Thinkers in Development (SEM1)/05,Friday,10:00,11:00,PEV1-1A3,0000000000000000000111111111100110000000000000000000,L2145,International Development,"08 Feb 2019,15 Feb 2019,22 Feb 2019,01 Mar 2019,08 Mar 2019,15 Mar 2019,22 Mar 2019,29 Mar 2019,05 Apr 2019,12 Apr 2019,03 May 2019,10 May 2019"
4L Key Thinkers in Development (SEM1)/06,Friday,11:00,12:00,PEV1-1A3,0000000000000000000111111111100110000000000000000000,L2145,International Development,"08 Feb 2019,15 Feb 2019,22 Feb 2019,01 Mar 2019,08 Mar 2019,15 Mar 2019,22 Mar 2019,29 Mar 2019,05 Apr 2019,12 Apr 2019,03 May 2019,10 May 2019"
4L Key Thinkers in Development (SEM1)/07,Friday,12:00,13:00,PEV1-1A3,0000000000000000000111111111100110000000000000000000,L2145,International Development,"08 Feb 2019,15 Feb 2019,22 Feb 2019,01 Mar 2019,08 Mar 2019,15 Mar 2019,22 Mar 2019,29 Mar 2019,05 Apr 2019,12 Apr 2019,03 May 2019,10 May 2019"
4L Key Thinkers in Development (SEM1)/08,Friday,13:00,14:00,PEV1-1A3,0000000000000000000111111111100110000000000000000000,L2145,International Development,"08 Feb 2019,15 Feb 2019,22 Feb 2019,01 Mar 2019,08 Mar 2019,15 Mar 2019,22 Mar 2019,29 Mar 2019,05 Apr 2019,12 Apr 2019,03 May 2019,10 May 2019"
4L Key Thinkers in Development (SEM1)/09,Friday,14:00,15:00,PEV1-1A3,0000000000000000000111111111100110000000000000000000,L2145,International Development,"08 Feb 2019,15 Feb 2019,22 Feb 2019,01 Mar 2019,08 Mar 2019,15 Mar 2019,22 Mar 2019,29 Mar 2019,05 Apr 2019,12 Apr 2019,03 May 2019,10 May 2019"
4L Law for Social Work (SEM1)/01,Tuesday,9:00,12:00,ESSEX-18,0000000000000000000111111111100110000000000000000000,L5092,Social Work,"05 Feb 2019,12 Feb 2019,19 Feb 2019,26 Feb 2019,05 Mar 2019,12 Mar 2019,19 Mar 2019,26 Mar 2019,02 Apr 2019,09 Apr 2019,30 Apr 2019,07 May 2019"
